,mac_addr,slot_id,rl_sinr,rl_mod_code_pt,databus_timestamp,year,month,day
223,00:a0:bc:87:86:c2,21,5.5,rl_qpsk_3_8,1533748610,2018,8,8
224,00:a0:bc:87:86:c2,4,5.89,rl_qpsk_3_8,1533748670,2018,8,8
225,00:a0:bc:87:86:c2,21,5.9,rl_qpsk_3_8,1533748670,2018,8,8
226,00:a0:bc:87:86:c2,21,5.84,rl_qpsk_3_8,1533748730,2018,8,8
227,00:a0:bc:87:86:c2,4,6.26,rl_qpsk_3_8,1533748730,2018,8,8
228,00:a0:bc:87:86:c2,4,7.0,rl_qpsk_3_8,1533748790,2018,8,8
229,00:a0:bc:87:86:c2,21,6.21,rl_qpsk_3_8,1533748790,2018,8,8
230,00:a0:bc:87:86:c2,4,6.98,rl_qpsk_3_8,1533748850,2018,8,8
231,00:a0:bc:87:86:c2,21,6.39,rl_qpsk_3_8,1533748850,2018,8,8
232,00:a0:bc:87:86:c2,21,6.39,rl_qpsk_3_8,1533748910,2018,8,8
233,00:a0:bc:87:86:c2,4,6.19,rl_qpsk_3_8,1533748910,2018,8,8
234,00:a0:bc:87:86:c2,21,6.39,rl_qpsk_3_8,1533748970,2018,8,8
235,00:a0:bc:87:86:c2,4,6.42,rl_qpsk_3_8,1533748970,2018,8,8
236,00:a0:bc:87:86:c2,4,6.06,rl_qpsk_3_8,1533749030,2018,8,8
237,00:a0:bc:87:86:c2,21,5.77,rl_qpsk_3_8,1533749030,2018,8,8
238,00:a0:bc:87:86:c2,21,5.77,rl_qpsk_3_8,1533749090,2018,8,8
239,00:a0:bc:87:86:c2,4,6.85,rl_qpsk_3_8,1533749090,2018,8,8
240,00:a0:bc:87:86:c2,21,6.7,rl_qpsk_3_8,1533749150,2018,8,8
241,00:a0:bc:87:86:c2,4,6.35,rl_qpsk_3_8,1533749150,2018,8,8
242,00:a0:bc:87:86:c2,4,6.03,rl_qpsk_3_8,1533749210,2018,8,8
243,00:a0:bc:87:86:c2,21,6.7,rl_qpsk_3_8,1533749210,2018,8,8
244,00:a0:bc:87:86:c2,4,6.87,rl_qpsk_3_8,1533749270,2018,8,8
245,00:a0:bc:87:86:c2,21,6.22,rl_qpsk_3_8,1533749270,2018,8,8
246,00:a0:bc:87:86:c2,4,6.33,rl_qpsk_3_8,1533749330,2018,8,8
